name,count
corner,119
difficult,119
expect,118
basically,118
keeping,118
throughout,118
lying,116
headed,116
straight,116
closed,116
estimated,116
ready,116
uncle,116
elongated,115
knowing,114
chased,113
checked,113
bring,113
friends,113
picked,113
fully,113
THING,113
comes,112
holding,112
bunch,112
notice,112
rounded,112
absolutely,112
beautiful,112
contact,111
special,111
Young,111
member,111
currently,110
training,110
touch,110
winter,110
relative,110
thousand,110
erratic,109
extended,109
split,109
hotel,109
reach,109
Christmas,108
amateur,108
missed,108
quiet,108
gradually,108
truly,107
launch,107
aliens,107
County,106
thinking,106
middle,105
consider,105
stationary,105
beach,105
apparent,105
initial,105
learned,105
MOVED,105
curved,104
conditions,104
blocked,104
works,104
falling,103
check,103
usually,103
shined,103
accurate,103
SEEMED,102
spoken,102
fairly,102
scope,101
summer,101
girls,101
briefly,101
sister,101
kitchen,100
blinking,100
personal,100
wooded,100
enjoying,100
COULD,100
glanced,100
changed,99
thousands,99
order,99
considered,99
direct,99
illuminated,99
faced,99
remote,99
Large,99
happy,99
associated,98
threw,98
increased,98
speak,98
December,98
eacute,98
placed,98
final,98
glance,98
dropping,98
tilted,97
recent,97
remained,97
listened,97
credible,97
faces,97
kinda,97
OBJECTS,96
burned,96
balloons,96
airliner,96
precise,96
WHICH,96
fighter,96
however,96
neither,95
immediate,95
lifted,95
supposed,95
steadily,95
points,95
broke,95
Coast,94
shook,94
AROUND,94
unlike,94
activity,94
guessing,94
colors,93
massive,93
didnt,93
rising,93
normal,93
cause,93
tremendous,93
shine,93
Creek,92
awakened,92
plain,92
shaking,92
large,92
video,92
separated,91
possibility,91
blowing,91
THREE,91
windows,91
calling,91
brilliant,91
wierd,90
whether,90
takes,90
members,89
drifted,89
Phoenix,89
crashed,89
shoot,89
staying,89
moved,89
drifting,88
evenly,88
Mountain,88
original,88
family,88
jumped,88
grandmother,88
metalic,88
describes,88
using,88
specific,87
climbed,87
commented,87
SUMMARY,87
incredible,87
maintained,87
ceiling,87
dramatic,87
steps,87
reflect,87
wearing,86
instantly,86
lighter,86
correct,85
computer,85
Pacific,85
coming,85
WOULD,85
within,85
strange,84
claimed,84
passenger,84
cleared,84
growing,84
suspect,84
nearest,84
intelligent,84
curve,84
darted,83
besides,83
spaced,83
thought,83
interesting,83
trace,83
describing,83
perpendicular,83
NEVER,83
string,83
important,83
total,82
inches,82
hardly,82
believes,82
fingers,82
BECAUSE,82
generally,82
hitting,82
angle,82
average,82
stationed,82
remember,81
baseball,81
reflecting,81
suggested,81
upstairs,81
security,81
lighted,80
allowed,80
treetop,80
amazing,80
shaken,80
lights,80
conclusion,80
flying,80
behind,80
means,79
STARTED,79
becoming,79
discs,79
officers,79
happened,79
minutes,79
broken,79
characteristics,79
confirmed,79
electrical,79
suspended,79
thats,79
ndash,79
zoomed,79
largest,78
someone,78
constellation,78
folks,78
Possible,78
travel,78
somebody,78
watched,78
Orion,78
worked,77
wrote,77
drinking,77
hanging,77
LARGE,77
WITNESS,77
Director,77
classic,77
brightness,77
discussing,77
wondering,77
CALLED,76
quietly,76
jumping,76
REALLY,76
stairs,76
SMALL,76
LATER,76
episode,76
available,76
maneuver,76
patrol,76
accelerate,76
February,75
lighting,75
window,75
residential,75
surface,75
controlled,75
testing,75
putting,75
ascended,75
equipment,75
prove,75
speeding,74
garage,74
requested,74
breaking,74
searched,74
passengers,74
spread,74
ANYTHING,74
constant,74
provide,74
chair,74
perfect,74
THINK,74
completly,74
proximity,74
faster,74
although,74
climbing,74
constantly,74
gratitude,74
scanned,74
causing,74
stunned,74
ruled,74
strait,74
suppose,74
involved,73
losing,73
answered,73
remaining,73
sometimes,73
admit,73
electricity,73
separate,73
signs,72
managed,72
married,72
translucent,72
occasionally,72
obscured,72
forgot,72
great,72
cruising,72
honestly,72
driving,72
planets,72
adjacent,72
appears,72
people,72
glimpse,72
subject,71
private,71
crafts,71
speaking,71
accounts,71
returning,71
darting,71
among,71
leaned,71
ALMOST,70
appreciate,70
arbitrary,70
followed,70
steep,70
capable,70
Southern,70
started,70
unexplained,70
FRIEND,70
including,70
raced,70
alleged,70
places,70
express,69
freeway,69
addition,69
excellent,69
streaks,69
louder,69
floated,69
provided,69
begin,69
northbound,69
freind,69
distinctly,69
realised,68
transparent,68
front,68
accross,68
heavy,68
process,68
scattered,68
imagine,68
Nevada,68
discernable,68
HEARD,68
dozen,68
noticing,68
literally,67
detailed,67
awoke,67
similiar,67
northerly,67
illumination,67
rushed,67
emitting,67
pinpoint,67
Friday,67
waking,67
Force,66
greater,66
gravel,66
gaining,66
women,66
poles,66
wanting,66
shone,66
called,66
blocking,66
westbound,66
played,65
reaching,65
think,65
circles,65
working,65
blended,65
abruptly,65
eventually,65
positive,65
previous,65
windshield,65
Street,65
amazed,65
knowledge,65
ABOVE,65
sisters,65
gigantic,65
gained,65
enjoy,65
considering,65
empty,65
Falls,65
suddenly,65
slowly,65
partner,65
visible,64
Bright,64
noticeable,64
barking,64
finding,64
THROUGH,64
Interstate,64
TOWARDS,64
dancing,64
outline,64
slept,64
vessel,64
reflection,64
Mother,64
Brian,64
intersection,64
photograph,64
immediatly,64
daughters,64
students,63
questions,63
moveing,63
throw,63
forgotten,63
spectacular,63
types,63
blinked,63
resembling,63
COMING,63
southerly,63
remains,63
noise,62
responded,62
adult,62
compelled,62
certain,62
refused,62
Station,62
Highway,62
swimming,62
looking,62
observed,62
filed,62
program,62
amazement,62
attending,62
neared,62
stadium,62
touched,62
equally,62
difference,61
brightest,61
vantage,61
better,61
shock,61
scared,61
worried,61
landing,61
stare,61
occur,61
seperated,61
maintaining,60
rough,60
intensely,60
shocked,60
upwards,60
disappear,60
fallen,60
remeber,60
repts,60
lived,60
STARS,60
highly,60
seeming,60
observe,60
added,60
developed,60
train,60
incidents,60
studied,60
concerned,60
definite,60
frequently,60
crystal,60
roommate,59
eastbound,59
rings,59
Naval,59
Mexico,59
chase,59
quarter,59
passes,59
animals,59
anybody,59
vehicle,59
media,59
PEOPLE,59
panels,59
standard,59
plane,59
blinds,59
liked,59
abrupt,59
astronomy,59
willing,59
attempted,59
residence,59
Columbia,58
winds,58
creature,58
complex,58
smooth,58
biggest,58
obviously,58
stepped,58
detect,58
veered,58
universe,58
scream,58
sheriff,58
Francisco,58
January,58
approximatly,58
Strange,58
aircraft,58
experienced,58
tracked,58
locked,58
investigator,58
caused,58
illuminating,58
hundred,57
children,57
structure,57
organization,57
interior,57
dance,57
rotate,57
reversed,57
pulsing,57
fresh,57
party,57
parent,57
flame,57
pulsed,56
letting,56
acting,56
posted,56
chance,56
awhile,56
Department,56
history,56
situated,56
served,56
powerful,56
guessed,56
beginning,56
hoovering,56
sightings,56
abducted,56
cousins,56
stretch,56
moonless,55
randomly,55
square,55
fellow,55
LIGHT,55
movement,55
right,55
stopped,55
approx,55
pilots,55
investigation,55
rapid,55
concert,55
Mountains,55
fifty,55
vividly,55
senior,55
buddy,55
emergency,55
relation,55
overall,55
DIRECTLY,55
since,54
BLACK,54
convince,54
diagonal,54
graduate,54
energy,54
month,54
match,54
woman,54
skeptic,54
sending,54
wrong,54
rocks,54
occurred,54
OBSERVED,54
happens,54
TREES,54
Puerto,54
creating,54
approach,54
acres,53
patch,53
include,53
meaning,53
following,53
shiny,53
decending,53
occasional,53
encountered,53
wider,53
watching,53
shifted,53
parked,53
official,53
believing,53
vertical,53
result,53
reported,53
taken,53
sections,53
submitting,53
cruise,53
water,52
Santa,52
exactly,52
celestial,52
correctly,52
stupid,52
stone,52
wasnt,52
stuck,52
bomber,52
judging,52
acute,52
campsite,52
extremly,52
cattle,52
rapidly,52
minds,52
clearing,51
measured,51
alerted,51
planes,51
appearing,51
single,51
everything,51
shows,51
astronomer,51
STRANGE,51
BEFORE,51
presume,51
asking,51
Roswell,51
relate,51
spend,51
twinkling,51
table,51
WATCHED,51
distinguish,51
lucky,51
therefore,51
overlooking,51
starts,51
soundless,50
medical,50
posting,50
warning,50
paused,50
storm,50
airports,50
black,50
ASKED,50
cloudless,50
tells,50
speechless,50
crashing,50
Sheriff,50
residents,50
ascend,50
respond,50
performing,50
allow,50
alcohol,49
aerial,49
phenomena,49
manager,49
swirling,49
mysterious,49
HOVERED,49
WATCHING,49
nuclear,49
lenght,49
forget,49
communicate,49
momentarily,49
gathered,49
listed,49
opportunity,49
intrigued,49
whatever,49
twelve,49
persons,49
saying,49
September,49
stream,49
grocery,49
observer,49
performed,49
stories,49
normally,49
freinds,49
HOUSE,49
ridge,49
campfire,49
simple,49
curious,49
duration,48
bigger,48
access,48
YEARS,48
colorful,48
filmed,48
realy,48
Great,48
counted,48
Stealth,48
changes,48
questioned,48
downstairs,48
systems,48
burst,48
rational,48
maintain,48
pilot,48
stars,48
alongside,48
filled,48
unusual,48
tracking,48
facility,48
beyond,48
state,48
missile,48
Multiple,48
puzzled,48
carried,48
dispatcher,48
simular,48
camped,48
jetliner,47
disturbed,47
sparkling,47
times,47
illusion,47
visual,47
pointing,47
driveway,47
overcast,47
multicolored,47
farmer,47
REMEMBER,47
despite,47
particularly,47
mostly,47
somehow,47
easily,47
airspace,47
university,47
saucer,47
absolute,47
apeared,47
Grand,47
eastward,46
sharing,46
forced,46
considerable,46
floating,46
whose,46
BEING,46
decide,46
assuming,46
blocks,46
resemble,46
conversation,46
Meteor,46
mainly,46
School,46
narrow,46
ground,46
altitudes,46
southward,46
streak,46
Eastern,46
exciting,46
connecting,46
disturbing,46
alert,46
remarked,46
accompanied,46
SEVERAL,46
letter,46
naked,46
positioned,46
remotely,46
ACROSS,46
ability,46
boyfriend,45
cabin,45
hopes,45
drink,45
referred,45
forth,45
increase,45
freaked,45
dumbfounded,45
model,45
diagonally,45
equilateral,45
Boston,45
campground,45
standing,45
significant,45
unique,45
actually,45
lowered,45
OBJECT,45
revealed,45
WITNESSED,45
FLASHING,45
device,45
erratically,45
start,45
virtually,45
HOVERING,45
sources,44
simply,44
birds,44
named,44
decent,44
zenith,44
LITTLE,44
BELIEVE,44
exhaust,44
hovers,44
Canadian,44
impressed,44
somewhere,44
paths,44
stargazing,44
dozens,44
Monday,44
Peter,44
apparently,44
emanating,44
Could,44
cases,44
seams,44
decended,44
unclear,44
exclaimed,44
Unidentified,44
reporting,44
online,44
perception,44
switch,43
spooked,43
wished,43
searchlight,43
Tampa,43
Dipper,43
authorities,43
shoulder,43
drawings,43
theory,43
flattened,43
TOWARD,43
awesome,43
bases,43
shoreline,43
Field,43
release,43
intervals,43
shinning,43
dipped,43
physical,43
locate,43
comfortable,43
clouds,43
extending,43
globe,43
dream,43
cliff,43
latter,43
simultaneously,43
silence,43
aviation,43
POLICE,43
fuzzy,43
remembering,43
additional,43
belly,43
Airforce,42
investigators,42
accelerating,42
traversed,42
carefully,42
discription,42
immense,42
George,42
amended,42
Kansas,42
subdivision,42
spotting,42
knocked,42
grass,42
University,42
turning,42
severe,42
silhouette,42
something,42
article,42
stuff,42
centered,42
horizontal,42
gives,42
reflections,42
feels,42
streets,42
accurately,42
circular,42
atmospheric,42
visually,42
drawing,42
alternating,42
bearing,42
cable,41
Albuquerque,41
waved,41
fascinated,41
limits,41
roaring,41
towns,41
opinion,41
alarm,41
wobbling,41
pulses,41
practice,41
sensed,41
Hills,41
manner,41
shake,41
DISTANCE,41
fantastic,41
hospital,41
zipped,41
attracted,41
fiery,41
United,41
perceived,41
outskirts,41
nearer,41
wires,41
LOOKING,41
traffic,41
follow,41
grandfather,41
verify,41
faded,41
isolated,41
advised,41
owned,41
laughing,41
acted,41
patio,41
blackness,41
phoned,40
ADDENDUM,40
details,40
southwestern,40
Parkway,40
Reporting,40
triangles,40
discovered,40
corrected,40
sonic,40
airplanes,40
repeat,40
reason,40
slammed,40
balcony,40
opening,40
showing,40
RIGHT,40
siting,40
natural,40
unobstructed,40
Pennsylvania,40
BROTHER,40
example,40
already,40
invite,40
WINDOW,40
negative,40
BEHIND,40
replied,40
peripheral,40
receive,40
miles,40
southeastern,40
random,40
plenty,40
whirring,40
eachother,40
gentleman,40
Northern,40
switched,40
glided,40
exception,40
bedroom,40
industry,39
repeated,39
paying,39
leads,39
photographed,39
gently,39
eastern,39
twilight,39
increasing,39
famous,39
brite,39
influence,39
created,39
concluded,39
Shaped,39
fired,39
saucers,39
surprise,39
employees,39
scanner,39
others,39
THEIR,39
parents,39
flipped,39
living,39
scanning,39
memory,39
doorway,39
abductions,39
vanishing,39
FORMATION,39
record,39
wingtip,39
atleast,39
inverted,38
realizing,38
nothing,38
attended,38
shorter,38
Father,38
Little,38
removed,38
shadows,38
exceptionally,38
crossing,38
focused,38
inconsistent,38
highest,38
anything,38
waiting,38
flock,38
REPORTED,38
intended,38
crowd,38
mesmerized,38
sticking,38
based,38
prepared,38
hidden,38
doctor,38
American,38
development,38
fraction,38
inner,38
displayed,38
tumbling,38
opaque,38
ended,38
propeller,38
Mississippi,38
thinks,38
reasonable,37
international,37
feild,37
smell,37
mouth,37
hypnosis,37
yelling,37
magnitude,37
regret,37
explaination,37
Memphis,37
personnel,37
rarely,37
continuous,37
FOLLOWING,37
covers,37
flares,37
written,37
CONTINUED,37
missiles,37
occasion,37
vague,37
Center,37
responsible,37
joked,37
noticable,37
picture,37
avoid,37
Virginia,37
considerably,37
employee,37
dipper,37
North,37
throwing,37
banked,37
alarmed,37
flashes,37
reality,37
elevation,37
SAUCER,37
everyday,37
motorcycle,36
completed,36
reliable,36
recognized,36
compass,36
graduated,36
Lincoln,36
suburb,36
humans,36
Black,36
horses,36
soccer,36
artificial,36
practically,36
Houston,36
divided,36
uniform,36
shift,36
brain,36
heavily,36
battery,36
bother,36
career,36
Philadelphia,36
unless,36
snapped,36
WALKING,36
individual,36
worry,36
crisp,36
library,36
supervisor,36
later,36
stating,36
prompted,36
western,36
river,36
freaking,36
whoever,36
Russian,35
unlikely,35
circle,35
OUTSIDE,35
attention,35
interview,35
pause,35
double,35
fireballs,35
witness,35
flickered,35
aproximately,35
pushed,35
technical,35
change,35
catching,35
Website,35
plastic,35
vibration,35
larger,35
orbiting,35
deserted,35
Facts,35
central,35
operations,35
movements,35
meteor,35
shared,35
seated,35
resumed,35
communications,35
winding,35
plainly,35
Arkansas,35
verified,35
British,35
scrambled,35
document,35
nearing,35
fifteen,35
viewing,35
zigzag,35
unsure,35
discussion,35
FOLLOWED,35
disappered,35
bounced,35
STREET,35
mentioning,35
trailed,35
alive,35
helped,34
behave,34
vehicles,34
Stars,34
tubes,34
regularly,34
nowhere,34
tails,34
plate,34
avail,34
brushed,34
spiral,34
count,34
numbers,34
electronic,34
leader,34
sighting,34
according,34
kinds,34
gazed,34
centre,34
shots,34
bumps,34
obstructed,34
arrow,34
APPEARED,34
uncertain,34
backed,34
easier,34
formations,34
March,34
science,34
Canada,34
everybody,34
veteran,34
bizarre,34
cycle,34
boats,34
explaining,34
elsewhere,34
binocs,34
varying,34
Canyon,34
intercept,34
coast,34
theres,34
tractor,34
relay,33
clearance,33
meter,33
pregnant,33
carrying,33
mountain,33
Leonid,33
SIGHTINGS,33
interstate,33
parts,33
departing,33
FLASH,33
States,33
worth,33
please,33
impossible,33
outdoors,33
breeze,33
proceeding,33
stand,33
blimp,33
seconds,33
towers,33
distortion,33
streaming,33
effort,33
FIELD,33
flash,33
noone,33
SITTING,33
brilliance,33
aimed,33
imagined,33
shiney,33
pulsating,33
astonished,33
nightly,33
brighten,33
zipping,33
Weather,33
WHERE,33
amazingly,33
carry,33
professional,33
tested,33
nature,33
tapered,33
permission,33
SCARED,33
surely,33
finishing,33
perform,33
HUSBAND,33
comments,33
Sphere,33
rushing,33
aerospace,33
proceded,33
HEADING,33
existence,33
Grandmother,33
wants,33
Mount,33
thier,33
helping,33
arranged,33
perimeter,33
chatting,33
incoming,33
outlined,32
upright,32
specifically,32
blind,32
understood,32
million,32
spending,32
riding,32
touching,32
Green,32
motel,32
press,32
blinding,32
popular,32
Nuclear,32
shouting,32
extraordinary,32
arcing,32
glide,32
slope,32
stands,32
impressive,32
fluorescent,32
routine,32
Maybe,32
PASSED,32
searching,32
WATCH,32
grateful,32
Unknown,32
triangle,32
mistaken,32
discernible,32
GROUP,32
landscape,32
ambient,32
returned,32
leaning,32
thing,32
sweeping,32
unfortunately,32
accept,32
point,32
primary,32
exiting,32
woken,32
dreaming,32
sides,32
alittle,31
arrive,31
safety,31
business,31
retrospect,31
investigated,31
twinkle,31
Denver,31
tryed,31
answer,31
blacked,31
describe,31
suburban,31
paralyzed,31
cargo,31
stereo,31
naval,31
transport,31
squares,31
personally,31
seven,31
Hudson,31
attack,31
oldest,31
pairs,31
Helicopter,31
sidewalk,31
lunch,31
Arizona,31
naturally,31
INSIDE,31
westward,31
slower,31
unaware,31
forum,31
suggest,31
planet,31
shades,31
education,31
begun,31
dimming,31
genuine,31
marks,31
prominent,31
kicked,31
exercise,31
Sierra,31
island,31
overpass,31
consisted,31
glare,30
things,30
admiring,30
objects,30
aside,30
striking,30
sunglasses,30
filming,30
maneuvers,30
enjoyed,30
havent,30
board,30
instead,30
limited,30
neighboring,30
Edwards,30
experiencing,30
located,30
shopping,30
terrible,30
ROUND,30
flared,30
NORTH,30
noted,30
thumbnail,30
Security,30
maneuvering,30
VIDEO,30
wagon,30
recalls,30
invited,30
layed,30
caller,30
throught,30
fathers,30
protruding,30
steering,30
proceed,30
buzzed,30
kilometers,30
figure,30
mystery,30
learn,30
geese,30
rockets,30
definetly,30
layer,30
absolutly,30
whenever,30
tennis,30
affected,30
interest,30
gliding,30
Flashing,30
elementary,30
discuss,30
forms,30
football,30
resting,30
helps,30
structures,30
badly,30
atilde,30
helecopter,30
published,30
feature,30
blurred,30
camper,30
traverse,30
Guard,30
Service,30
constellations,30
mentioned,30
elderly,30
projected,29
Cleveland,29
health,29
visable,29
Formation,29
Control,29
EXACT,29
Forest,29
proof,29
basic,29
roomate,29
damage,29
without,29
SOMEONE,29
counting,29
blinded,29
defined,29
rolling,29
geometric,29
distances,29
dreams,29
license,29
buddies,29
ALONG,29
STAYED,29
impression,29
repeating,29
flare,29
attempting,29
WITHOUT,29
rationalize,29
drive,29
Behind,29
multiple,29
indicating,29
light,29
helpful,29
driven,29
indeed,29
photographer,29
vision,29
pounding,29
enroute,29
gather,29
Antonio,29
anonymous,29
writer,29
shouted,29
fading,29
booster,29
required,29
satalite,29
height,29
relaxing,29
Close,28
EVERY,28
quick,28
horizion,28
plateau,28
sharply,28
refer,28
Third,28
offer,28
reappear,28
course,28
slightest,28
estate,28
sparks,28
enforcement,28
Golden,28
birthday,28
millions,28
LOCAL,28
discribed,28
exterior,28
Neither,28
exposure,28
journey,28
blast,28
report,28
office,28
captain,28
astonishment,28
beamed,28
impact,28
CLOUD,28
PLACE,28
quickly,28
picnic,28
remembered,28
moderate,28
antenna,28
covering,28
establish,28
killed,28
grandpa,28
twards,28
TRIED,28
precisely,28
spanned,28
lanes,28
neighbor,28
loose,28
happen,28
backwards,28
possibilities,28
feared,28
becuase,28
flowing,28
mentally,28
rotation,28
investigate,28
Alien,28
reminiscent,28
FALSE,28
stage,28
traversing,28
decades,28
QUICKLY,28
house,27
LARGER,27
jumbo,27
diminished,27
fishing,27
peace,27
Everything,27
frankly,27
hysterical,27
fainter,27
topped,27
otherwise,27
elapsed,27
horizen,27
calmed,27
noisy,27
chain,27
Orange,27
Craft,27
admitted,27
scheduled,27
White,27
firework,27
physically,27
whent,27
independent,27
Grandma,27
Delaware,27
CIRCULAR,27
sincere,27
HAPPENED,27
verticle,27
relationship,27
desire,27
relays,27
pressed,27
capture,27
blades,27
hight,27
static,27
shapes,27
EXACTLY,27
registered,27
doors,27
spoted,27
companions,27
react,27
summary,27
employed,27
Command,27
super,27
hesitated,27
London,27
HELICOPTER,27
Valley,27
Caller,27
radar,27
perplexed,27
Sacramento,27
appearance,27
crosses,27
rotating,27
learning,27
believe,27
SISTER,27
indication,27
bikes,27
SPEED,27
amongst,27
launches,27
locations,27
werent,27
rainbow,27
brakes,27
mobile,27
session,27
white,27
silly,27
serving,27
officials,27
account,27
radiating,27
copter,27
Corps,27
creepy,27
alien,27
necessary,27
varied,27
oacute,27
lifetime,27
shrunk,26
occupants,26
internal,26
suspected,26
hands,26
appered,26
DEGREE,26
Thinking,26
abnormal,26
likely,26
EXTREMELY,26
witnessing,26
packed,26
blown,26
Intelligence,26
bolts,26
washington,26
halfway,26
trouble,26
merged,26
operating,26
lower,26
pavement,26
drunk,26
along,26
proper,26
reports,26
appearence,26
reveal,26
BELOW,26
defied,26
Prescott,26
relieved,26
array,26
Windsor,26
starlight,26
Halloween,26
clusters,26
seamed,26
breaks,26
bringing,26
motions,26
strobes,26
STOOD,26
center,26
cornfield,26
Circular,26
shallow,26
BEGAN,26
charge,26
rural,26
descending,26
cumulus,26
lunar,26
Kennedy,26
feeling,26
relating,26
fifth,26
proved,26
habit,26
teenage,26
longest,26
Newark,26
teaching,26
sounds,26
obtain,26
hoped,26
arched,26
skeptical,26
offered,26
forest,26
linked,26
clearer,26
merely,26
hovering,25
nightmares,25
intently,25
summers,25
active,25
interviewed,25
memories,25
swooped,25
surprised,25
grandmothers,25
SUDDEN,25
diffuse,25
Olympic,25
casting,25
satelites,25
occasions,25
Science,25
tower,25
FAMILY,25
vanished,25
basement,25
tuned,25
programs,25
Extremely,25
verry,25
ascent,25
panicked,25
passanger,25
shack,25
coworker,25
wittnessed,25
oject,25
exited,25
appeard,25
scare,25
assured,25
shaft,25
search,25
basis,25
hallway,25
sounding,25
angles,25
cotton,25
starring,25
Glowing,25
continually,25
chilly,25
altogether,25
lightsI,25
involving,25
horizontally,25
favorite,25
Oakland,25
inspection,25
visitors,25
polished,25
laugh,25
frequent,25
heads,25
glinting,25
activities,25
Medford,25
population,25
Wisconsin,25
construction,25
ridiculed,25
harder,25
source,25
buzzing,25
funny,25
Thanksgiving,25
smoothly,25
shoots,25
Sands,25
brake,25
shoulders,25
hunting,25
happend,25
meteorite,25
Journal,25
someday,25
college,25
HIGHWAY,25
associate,25
evenings,25
reduced,25
gauge,25
social,25
travling,24
departed,24
REPORTS,24
problems,24
Daughter,24
visited,24
wedding,24
footage,24
vacant,24
descriptions,24
TRIANGLE,24
trees,24
Definitely,24
astronomical,24
identical,24
easterly,24
Dayton,24
pacing,24
shore,24
Police,24
adults,24
helocopter,24
confident,24
Freeway,24
grouping,24
bands,24
Drive,24
Queen,24
choice,24
subsequent,24
instructor,24
dated,24
MILITARY,24
unnatural,24
HORIZON,24
grain,24
Looked,24
linear,24
allowing,24
projects,24
casually,24
sorta,24
presumed,24
spark,24
sited,24
South,24
mountainous,24
condo,24
bored,24
specialist,24
upside,24
study,24
solid,24
Anonymous,24
stretching,24
Scottsdale,24
popped,24
awoken,24
moves,24
follows,24
hilly,24
seemd,24
darkened,24
seats,24
ccedil,24
departure,24
resident,24
backing,24
reserve,24
Richmond,24
button,24
Sedona,24
block,24
Springs,24
World,24
SHAPE,24
heard,24
background,24
observation,24
bouncing,24
cutting,24
pines,24
COLOR,24
CENTER,24
standstill,24
projecting,24
watch,24
person,24
taping,24
cockpit,24
drugs,24
backs,24
abandoned,24
wound,24
corona,24
degrees,24
issue,24
exposed,24
girlfriend,24
concrete,24
rented,24
downwards,24
restaurant,24
Discovery,24
optical,24
orange,24
lightning,24
Someone,23
cameras,23
occurrence,23
trips,23
spacecraft,23
external,23
youngest,23
prank,23
aacute,23
strike,23
GETTING,23
stations,23
loved,23
submit,23
excuse,23
absence,23
patches,23
afterburners,23
bounce,23
position,23
swaying,23
quicker,23
glasses,23
understanding,23
substance,23
supersonic,23
fragments,23
southwesterly,23
brillant,23
uncomfortable,23
money,23
sparkles,23
earths,23
goose,23
lookout,23
farmhouse,23
disappearing,23
Carolina,23
LEAST,23
INCIDENT,23
estimating,23
extinguished,23
soundlessly,23
northwesterly,23
focusing,23
Object,23
misty,23
China,23
Which,23
worse,23
Airlines,23
beneath,23
fearful,23
sitting,23
totaly,23
arround,23
occurring,23
sunroof,23
sceptic,23
examination,23
postion,23
producing,23
adjust,23
fastest,23
falls,23
arbitrarily,23
network,23
pursue,23
MIDDLE,23
beaming,23
witch,23
excess,23
items,23
stalled,23
begining,23
crying,23
outstretched,23
observers,23
anxious,23
effortlessly,23
forever,23
August,23
bicycle,23
openings,23
Entered,23
heared,23
dollar,23
threatened,23
vaguely,23
exhibited,23
observable,23
description,23
booms,23
BECAME,23
triangular,23
becomes,23
exploded,23
prior,23
comeing,23
barrel,23
curving,23
courage,23
floored,23
loading,23
vacuum,23
Office,23
canyon,23
lowering,22
religious,22
profession,22
wheat,22
begins,22
PILOT,22
bursts,22
baffled,22
instinct,22
skies,22
trained,22
consistent,22
english,22
Boulder,22
extreamly,22
terminal,22
bridge,22
Cheyenne,22
OTHERS,22
continuously,22
